,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0,344738.0
1,389557.6566012541,389488.70588954305,389401.70445991086,389306.75463639497,389195.3869049668,389064.8068165847,388911.76630216505,388732.4933899743,388522.61736805004,388277.0870666619,387990.0832761203,387654.92724323086,387263.9885167533,386808.5972471357,386278.9685455876,385664.1498458985,384952.0065483088,384129.2667224551,383181.65239148703,382094.1328387096,380851.34409243346,379438.22739465465,377840.9463431505,376048.1445741377,374052.5986569595,371853.2972608539,369457.9278342799,366885.663538357,364170.0022265222,361361.2051931833,358527.6182778141,355754.86540111585,353141.6812659625,350791.1962726413,348797.13440964,347226.0374239881,346099.4660608083,345383.418055724,344993.41195808083,344818.79543078196,344757.50973746576,344741.4439792147,344738.4291296692,344738.03682899266,344738.0021456811,344738.0000845818,344738.00000370055,344738.00000137987,344738.0000006512,344738.00000000006,344738.0000000005,344738.0000038069,344738.0,344737.99999941787,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.00000193395,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
2,431820.8826087233,431726.5663517325,431588.4998900696,431458.38860389864,431305.8327670536,431126.84198859194,430916.90229850064,430670.7542674118,430382.279559945,430044.37397577433,429648.80690759886,429186.06792823627,428645.2024039519,428013.63973761053,427277.02026125096,426419.0301456736,425421.2582038557,424263.094426415,422921.69778253196,421372.07048124785,419587.2876028012,417538.9446352436,415197.90032964427,412535.4069642295,409524.73195648106,406143.3792886739,402376.00941334997,398218.12177093414,393680.48996517115,388794.2062894042,383615.97534869757,378232.9707261141,372766.11864735646,367370.1192303012,362227.9694691829,357537.5021607586,353488.0783548587,350227.95060751116,347827.77523359307,346252.8326261663,345361.77083269117,344944.620484852,344790.5489144634,344747.8148696726,344739.29782660474,344738.11837740545,344738.0073346677,344738.00031043455,344738.0000102271,344738.00000000006,344738.0000000005,344738.0000038069,344738.0,344737.99999941787,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.0000058018,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
3,462255.19962486986,462151.5519052564,461973.04828626715,461829.2650112783,461661.51748851384,461464.65004826174,461233.6700341634,460962.7525811283,460645.1108269942,460272.84944014176,459836.8006331596,459326.3425142787,458729.20061202906,458031.2348664715,457216.216494522,456265.6021256175,455158.3166946835,453870.56207604206,452375.6756596569,450644.07231429406,448643.31467403116,446338.37053356244,443692.13211054273,440666.28927976365,437222.6661115509,433325.1444099029,428942.3050502526,424050.91103869356,418640.3253193607,412717.8870689286,406315.1420514953,399494.6075130608,392356.41413374984,385043.66829894565,377744.69704269985,370689.5270677319,364137.2435159919,358350.87284334854,353558.2744453944,349902.7386262366,347396.32177619194,345899.3775178629,345150.917647231,344852.01919544407,344761.35053210973,344741.40983793157,344738.3449603659,344738.02374718426,344738.00110390555,344738.000034292,344738.0000000005,344738.0000038069,344738.0,344737.99999941787,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.00000966986,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
4,484480.1284786103,484373.04790574196,484160.8105331874,484009.9418016913,483836.5847838841,483633.10717666504,483394.33267261996,483114.2192724707,482785.7213612417,482400.6346209734,481949.421437048,481421.0161290758,480802.6101722716,480079.41884048225,479234.4325685704,478248.1590050708,477098.3654179511,475759.8361174584,474204.16617566446,472399.6212575586,470311.10407930764,467900.28105150384,465125.9379586749,461944.6505964598,458311.87414083484,454183.57176691655,449518.51568670967,444281.3978675036,438446.87663890864,432004.6498263218,424965.5711229226,417368.6935600394,409288.9013238287,400844.43462774996,392203.06639018375,383584.90677310503,375258.8144124756,367528.4138042496,360703.44587812416,355054.0387963053,350751.5624164426,347811.34793911735,346066.29812091554,345202.97155997925,344863.7160403296,344763.07117634796,344741.5483386262,344738.3466770167,344738.02298997523,344738.0010261494,344738.0000315736,344738.0000038069,344738.0,344737.99999941787,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.0000135377,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
5,501531.2622387704,501422.91878976504,501185.99888802425,501028.46432747337,500853.0232207494,500647.0930876855,500405.41774846154,500121.8697022042,499789.30024516676,499399.38032887026,498942.4208420736,498407.17132999055,497780.5968983044,497047.6341813482,496190.9289448356,495190.56033712986,494023.7601963794,492664.6404377833,491083.9476729675,489248.87214004964,487122.9479829931,484666.0940925009,481834.8590527607,478582.9498482391,474862.14108032634,470623.67801755253,465820.3005708594,460409.0229855993,454354.80109983083,447635.1992997143,440246.1239252674,432208.60535156995,423576.4653779982,414444.464102942,404956.12590761814,395309.82409607497,385760.7912393958,376615.53913000453,368214.01833306096,360894.63144223625,354939.8091011354,350507.89951226243,347571.85267995007,345900.8554623721,345118.996825341,344832.9819746851,344755.2291534474,344740.19446598156,344738.1915606909,344738.01130143605,344738.00044945173,344738.0000148772,344738.0,344737.99999941787,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.0000174056,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
6,515274.95306192717,515166.1450267542,514915.20958471,514748.7597046032,514572.5053439866,514365.65871461,514122.89329253533,513838.04626327474,513503.92557702976,513112.14870736335,512652.9602090915,512115.0268853632,511485.2100393912,510748.3153260608,509886.82228701835,508880.59793384623,507706.60192279355,506338.59520077554,504746.86976629373,502898.0246499106,500754.8225926469,498276.1733527566,495417.3030434088,492130.1840376453,488364.31605410983,484067.9647172601,479189.9772201668,473682.303073531,467503.3478476792,460622.2751042358,453024.34069395735,444717.285849744,435738.7166090927,426164.23107552656,416115.77744238643,405769.26285728806,395359.69252361753,385181.0249281656,375576.54868457606,366914.3947552039,359543.1136587603,353726.5906657228,349568.9871234382,346958.76785232493,345575.18220318836,344984.78108441347,344792.22268870333,344746.51864060527,344738.92786411516,344738.06871394307,344738.003425379,344738.00011736527,344738.00000059244,344737.99999941787,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.00002127344,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
7,526805.7357550638,526696.7568081912,526440.8937164794,526262.247913297,526085.5639786886,525878.3697241483,525635.1864631573,525349.8355549994,525015.1050243691,524622.5870989854,524162.49414955656,523623.45170109085,522992.26780415623,522253.6790290152,521390.07482614875,520381.2041604263,519203.8713491373,517831.6321644461,516234.50675498275,514378.73305224837,512226.5932527654,509736.3568537911,506862.39649571036,503555.5471655803,499763.7944453441,495433.3921734141,490510.52234127064,484943.6179634184,478686.4702132278,471702.2312533083,463968.400241034,455482.8369368882,446270.7762168208,436392.6997200127,425952.722985633,415106.816085314,404069.59878364526,393117.52640743926,382584.9536226523,372848.02175822295,364290.38368473266,357246.4405657208,351925.3063792355,348334.90019802895,346246.3631805471,345244.3518880099,344867.5754879022,344762.1477538423,344741.15984795336,344738.2831997555,344738.01713716757,344738.00069914974,344738.0000162659,344738.000001672,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.00002514146,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
8,536775.8284677049,536666.7866459318,536411.9226652095,536217.6847340197,536040.5207852307,535833.190584329,535589.8406868586,535304.2844273301,534969.2994417675,534576.4643875611,534115.9738149032,533576.4297324391,532944.6090202869,532205.2067695464,531340.5570428869,530330.3346271919,529151.2442555606,527776.7077514749,526176.5648379544,524316.8101986337,522159.39795766404,519662.15519133274,516778.8583060843,513459.5397398213,509651.1067662511,505298.36795814073,500345.5743823308,494738.5897285299,488427.80384807556,481371.89523383125,473542.5274146667,464930.0293007863,455550.055052648,445451.13330199185,434722.87261224655,423504.33935870294,411991.6802440858,400443.305384373,389179.76566430624,378573.87245439884,369025.0805834971,360912.112557072,354522.1495860449,349967.4592185345,347121.62302759936,345625.34570941556,344995.0047385287,344793.1896191984,344746.4333427305,344738.8900373763,344738.06369053986,344738.00306607666,344738.00009525317,344738.0000067579,344737.9999994178,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.0000290094,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
9,545589.2150938744,545480.1501417179,545229.435936201,545016.7669165394,544838.7428110557,544631.3560400418,544387.9345692631,544102.2868794563,543767.1843533325,543374.1972510552,542913.5088122663,542373.7057710575,541741.5443341603,541001.6915615053,540136.4434536914,539125.4230599756,537945.2647366177,536569.2945409517,534967.2218778582,533104.8641510477,530943.9344803281,528441.9326430905,525552.1911772563,522224.14165342733,518403.87977664405,514035.12096957426,509060.64874120057,503424.3644244675,497074.0465173294,489964.9189501416,482064.10856001655,473356.0416321634,463848.78510329465,453581.2726616679,442631.2506599618,431123.592780677,419238.29117075005,407216.82061748806,395364.55473987357,384045.4165956984,373663.1904766934,364622.87793086556,357267.5044278144,351794.76137895416,348176.8560122879,346130.2824176982,345184.68323689216,344846.0881888245,344756.8661857568,344740.2951227262,344738.1902741726,344738.01062332577,344738.00039284426,344738.0000170462,344738.00000132393,344738.0000000003,344737.99999999977,344738.00000000006,344738.0,344738.0000038071,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0,344738.00000000006,344738.00000000006,344738.0,344738.0,344738.00000000006,344738.0000005822,344738.0,344738.00000000006,344738.0000000003,344738.00000000006,344738.00000000006,344738.0000043918,344738.00000000006,344738.0000000005,344738.00000000006,344738.00000058225,344738.00000000006,344738.0000328773,344738.00000000006,344738.0000000003,344738.00000000006,344738.0000008017,344738.00000058225,344738.000003807,344738.00000476965,344738.0,344738.00000000006,344738.00000000006,344738.00000000006,344738.000004408,344738.0000038071,344738.00000000006,344737.99999999994,344737.9999999998,344738.0
